id,class
1231,0
1232,1
1233,0
1234,1
1235,1
1236,1
1237,0
1238,0
1239,0
1240,0
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,1
1253,0
1254,1
1255,1
1256,1
1257,0
1258,0
1259,0
1260,0
1261,1
1262,0
1263,1
1264,0
1265,1
1266,1
1267,0
1268,1
1269,0
1270,1
1271,1
1272,0
1273,0
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,1
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,1
1292,0
1293,1
1294,1
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,0
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,1
1329,0
1330,1
1331,0
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,0
1351,0
1352,1
1353,1
1354,0
1355,0
1356,0
1357,1
1358,1
1359,1
1360,0
1361,1
1362,0
1363,0
1364,1
1365,1
1366,1
1367,0
1368,0
1369,0
1370,1
1371,0
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,1
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,1
1395,0
1396,1
1397,0
1398,0
1399,0
1400,0
1401,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1408,1
1409,0
1410,1
1411,0
1412,0
1413,0
1414,0
1415,0
1416,1
1417,0
1418,1
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,0
1432,0
1433,1
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,0
1449,0
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,1
1460,0
1461,0
1462,0
1463,0
1464,1
1465,1
1466,0
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,0
1474,0
1475,1
1476,1
1477,1
1478,1
1479,0
1480,1
1481,0
1482,1
1483,0
1484,0
1485,0
1486,0
1487,1
1488,1
1489,0
1490,1
1491,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,1
1498,1
1499,0
1500,0
1501,1
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,1
1516,0
1517,1
1518,0
1519,1
1520,0
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,0
1530,1
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,1
1538,0
1539,0
1540,0
1541,1
1542,0
1543,1
1544,0
1545,1
1546,0
1547,1
1548,1
1549,0
1550,0
1551,1
1552,1
1553,0
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,1
1577,0
1578,0
1579,1
1580,0
1581,1
1582,1
1583,0
1584,1
1585,0
1586,1
1587,1
1588,0
1589,1
1590,1
1591,1
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,1
1599,0
1600,1
1601,0
1602,0
1603,1
1604,1
1605,0
1606,0
1607,0
1608,0
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,1
1617,1
1618,0
1619,1
1620,0
1621,0
1622,0
1623,0
1624,1
1625,1
1626,0
1627,1
1628,0
1629,0
1630,1
1631,1
1632,0
1633,1
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,1
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,0
1657,1
1658,0
1659,1
1660,1
1661,1
1662,0
1663,0
1664,0
1665,0
1666,0
1667,1
1668,0
1669,0
1670,1
1671,0
1672,1
1673,0
1674,1
1675,1
1676,0
1677,0
1678,1
1679,0
1680,0
1681,1
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,1
1689,1
1690,0
1691,0
1692,1
1693,1
1694,0
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,0
1705,0
1706,0
1707,1
1708,1
1709,1
1710,0
1711,1
1712,1
1713,1
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,0
1726,0
1727,0
1728,1
1729,1
1730,1
1731,0
1732,1
1733,0
1734,0
1735,1
1736,0
1737,1
1738,0
1739,1
1740,0
1741,0
1742,0
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,1
1755,1
1756,1
1757,1
1758,0
1759,0
1760,0
1761,0
1762,0
1763,1
1764,0
1765,0
1766,0
1767,0
1768,1
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,0
1786,0
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1
1801,0
1802,0
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,0
1816,0
1817,0
1818,1
1819,0
1820,1
1821,1
1822,0
1823,0
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,0
1831,1
1832,0
1833,1
1834,0
1835,1
1836,1
1837,0
1838,0
1839,0
1840,1
1841,1
1842,0
1843,1
1844,0
1845,0
1846,1
1847,1
1848,1
1849,0
1850,0
1851,0
1852,1
1853,0
1854,0
1855,0
1856,0
1857,1
1858,1
1859,1
1860,0
1861,1
1862,0
1863,0
1864,1
1865,0
1866,1
1867,0
1868,1
1869,1
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,1
1880,0
1881,1
1882,1
1883,0
1884,1
1885,1
1886,0
1887,1
1888,0
1889,0
1890,0
1891,1
1892,0
1893,1
1894,0
1895,0
1896,0
1897,1
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,1
1916,0
1917,0
1918,0
1919,1
1920,0
1921,1
1922,0
1923,1
1924,0
1925,0
1926,0
1927,1
1928,0
1929,0
1930,0
1931,0
1932,1
1933,0
1934,0
1935,0
1936,0
1937,1
1938,0
1939,0
1940,0
1941,1
1942,1
1943,1
1944,0
1945,1
1946,0
1947,1
1948,1
1949,0
1950,0
1951,1
1952,1
1953,1
1954,1
1955,0
1956,0
1957,1
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,1
1966,1
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,1
1978,0
1979,0
1980,1
1981,1
1982,1
1983,0
1984,1
1985,1
1986,0
1987,1
1988,1
1989,0
1990,1
1991,1
1992,0
1993,0
1994,0
1995,1
1996,1
1997,0
1998,0
1999,1
